"ID","名称","分类","魔法类别","声明自动化","实际路径","法术委托","动作数","资源池数"
"srd-5.1:equipment:dnd5e-morningstar","钉头锤","equipment","","","装备或被动数值","","0","0"
"srd-5.1:equipment:dnd5e-pike","长枪","equipment","","","装备或被动数值","","0","0"
"srd-5.1:equipment:dnd5e-trident","三叉戟","equipment","","","装备或被动数值","","0","0"
"srd-5.1:equipment:dnd5e-war-pick","战镐","equipment","","","装备或被动数值","","0","0"
"srd-5.1:equipment:dnd5e-whip","长鞭","equipment","","","装备或被动数值","","0","0"
"srd-5.1:equipment:dnd5e-blowgun","吹箭筒","equipment","","","装备或被动数值","","0","0"
"srd-5.1:equipment:dnd5e-hand-crossbow","手弩","equipment","","","装备或被动数值","","0","0"
"srd-5.1:equipment:dnd5e-heavy-crossbow","重弩","equipment","","","装备或被动数值","","0","0"
"srd-5.1:equipment:dnd5e-net","捕网","equipment","","","装备或被动数值","","0","0"
"srd-5.1:equipment:dnd5e-scimitar-offhand","弯刀","equipment","","","装备或被动数值","","0","0"
"srd-5.1:equipment:dnd5e-shortsword-offhand","短剑","equipment","","","装备或被动数值","","0","0"
"srd-5.1:equipment:dnd5e-dagger-offhand","匕首","equipment","","","装备或被动数值","","0","0"
"srd-5.1:equipment:dnd5e-handaxe-offhand","手斧","equipment","","","装备或被动数值","","0","0"
"srd-5.1:equipment:dnd5e-shield","盾牌","equipment","","","装备或被动数值","","0","0"
"srd-5.1:equipment:dnd5e-chain-mail","链甲","equipment","","","装备或被动数值","","0","0"
"srd-5.1:equipment:dnd5e-scale-mail","鳞甲","equipment","","","装备或被动数值","","0","0"
"srd-5.1:equipment:dnd5e-leather-armor","皮甲","equipment","","","装备或被动数值","","0","0"
"srd-5.1:item:backpack","背包","container","","","无主动战斗声明","","0","0"
"srd-5.1:item:bedroll","铺盖","adventuring-gear","","","无主动战斗声明","","0","0"
"srd-5.1:item:rope-hempen-50-feet","麻绳（50 尺）","adventuring-gear","","","无主动战斗声明","","0","0"
"srd-5.1:item:torch","火把","adventuring-gear","","","消耗后记录DM裁定","","1","0"
"srd-5.1:item:tinderbox","火绒盒","tool","","","消耗后记录DM裁定","","1","0"
"srd-5.1:item:waterskin","水袋","container","","","无主动战斗声明","","0","0"
"srd-5.1:item:rations-one-day","口粮（1 日）","consumable","","","消耗后记录DM裁定","","1","0"
"srd-5.1:item:mess-kit","餐具组","adventuring-gear","","","无主动战斗声明","","0","0"
"srd-5.1:item:crowbar","撬棍","adventuring-gear","","","无主动战斗声明","","0","0"
"srd-5.1:item:hammer","锤子","adventuring-gear","","","无主动战斗声明","","0","0"
"srd-5.1:item:piton","岩钉","adventuring-gear","","","无主动战斗声明","","0","0"
"srd-5.1:item:candle","蜡烛","adventuring-gear","","","无主动战斗声明","","0","0"
"srd-5.1:item:string-10-feet","细绳（10 尺）","adventuring-gear","","","无主动战斗声明","","0","0"
"srd-5.1:item:bell","铃铛","adventuring-gear","","","无主动战斗声明","","0","0"
"srd-5.1:item:hooded-lantern","附盖提灯","adventuring-gear","","","无主动战斗声明","","0","0"
"srd-5.1:item:lamp","油灯","adventuring-gear","","","无主动战斗声明","","0","0"
"srd-5.1:item:oil-flask","油（瓶）","consumable","","","无主动战斗声明","","0","0"
"srd-5.1:item:chest","箱子","container","","","无主动战斗声明","","0","0"
"srd-5.1:item:map-scroll-case","地图或卷轴匣","container","","","无主动战斗声明","","0","0"
"srd-5.1:item:fine-clothes","优质服装","adventuring-gear","","","无主动战斗声明","","0","0"
"srd-5.1:item:common-clothes","普通服装","adventuring-gear","","","无主动战斗声明","","0","0"
"srd-5.1:item:ink-bottle","墨水（1 盎司瓶）","adventuring-gear","","","无主动战斗声明","","0","0"
"srd-5.1:item:ink-pen","墨水笔","adventuring-gear","","","无主动战斗声明","","0","0"
"srd-5.1:item:paper-sheet","纸张","adventuring-gear","","","无主动战斗声明","","0","0"
"srd-5.1:item:parchment-sheet","羊皮纸","adventuring-gear","","","无主动战斗声明","","0","0"
"srd-5.1:item:perfume-vial","香水（小瓶）","adventuring-gear","","","无主动战斗声明","","0","0"
"srd-5.1:item:sealing-wax","封蜡","adventuring-gear","","","无主动战斗声明","","0","0"
"srd-5.1:item:soap","肥皂","adventuring-gear","","","无主动战斗声明","","0","0"
"srd-5.1:item:costume","戏服","adventuring-gear","","","无主动战斗声明","","0","0"
"srd-5.1:item:disguise-kit","易容工具","tool","","","无主动战斗声明","","0","0"
"srd-5.1:item:blanket","毛毯","adventuring-gear","","","无主动战斗声明","","0","0"
"srd-5.1:item:alms-box","布施盒","container","","","无主动战斗声明","","0","0"
"srd-5.1:item:incense-block","熏香块","adventuring-gear","","","无主动战斗声明","","0","0"
"srd-5.1:item:censer","香炉","adventuring-gear","","","无主动战斗声明","","0","0"
"srd-5.1:item:vestments","祭服","adventuring-gear","","","无主动战斗声明","","0","0"
"srd-5.1:item:lore-book","学识书籍","adventuring-gear","","","无主动战斗声明","","0","0"
"srd-5.1:item:sand-bag","小袋沙","adventuring-gear","","","无主动战斗声明","","0","0"
"srd-5.1:item:small-knife","小刀","adventuring-gear","","","无主动战斗声明","","0","0"
"srd-5.1:item:arrows","箭","adventuring-gear","","","无主动战斗声明","","0","0"
"srd-5.1:item:crossbow-bolts","弩矢","adventuring-gear","","","无主动战斗声明","","0","0"
"srd-5.1:item:sling-bullets","投石索弹丸","adventuring-gear","","","无主动战斗声明","","0","0"
"srd-5.1:item:blowgun-needles","吹箭针","adventuring-gear","","","无主动战斗声明","","0","0"
"srd-5.1:item:component-pouch","材料包","container","","","无主动战斗声明","","0","0"
"srd-5.1:item:arcane-focus","奥术法器","adventuring-gear","","","无主动战斗声明","","0","0"
"srd-5.1:item:druidic-focus","德鲁伊法器","adventuring-gear","","","无主动战斗声明","","0","0"
"srd-5.1:item:holy-symbol","圣徽","adventuring-gear","","","无主动战斗声明","","0","0"
"srd-5.1:item:spellbook","法术书","adventuring-gear","","","无主动战斗声明","","0","0"
"srd-5.1:item:thieves-tools","盗贼工具","tool","","","无主动战斗声明","","0","0"
"srd-5.1:item:bagpipes","风笛","tool","","","无主动战斗声明","","0","0"
"srd-5.1:item:drum","鼓","tool","","","无主动战斗声明","","0","0"
"srd-5.1:item:dulcimer","扬琴","tool","","","无主动战斗声明","","0","0"
"srd-5.1:item:lute","鲁特琴","tool","","","无主动战斗声明","","0","0"
"srd-5.1:item:flute","长笛","tool","","","无主动战斗声明","","0","0"
"srd-5.1:item:horn","号角","tool","","","无主动战斗声明","","0","0"
"srd-5.1:item:lyre","里拉琴","tool","","","无主动战斗声明","","0","0"
"srd-5.1:item:pan-flute","排箫","tool","","","无主动战斗声明","","0","0"
"srd-5.1:item:shawm","肖姆管","tool","","","无主动战斗声明","","0","0"
"srd-5.1:item:viol","维奥尔琴","tool","","","无主动战斗声明","","0","0"
"srd-5.1:item:prayer-book","祈祷书","adventuring-gear","","","无主动战斗声明","","0","0"
"srd-5.1:item:prayer-wheel","经轮","adventuring-gear","","","无主动战斗声明","","0","0"
"srd-5.1:item:coin-pouch-15gp","钱袋（15 gp）","container","","","无主动战斗声明","","0","0"
"srd-5.1:item:healers-kit","医疗包","tool","","","稳定濒死目标","","1","0"
"srd-5.1:item:ball-bearings-bag","滚珠（袋装）","consumable","","","地图区域规则","","1","0"
"srd-5.1:item:caltrops-bag","铁蒺藜（袋装）","consumable","","","地图区域规则","","1","0"
"srd-5.1:item:hunting-trap","捕猎陷阱","adventuring-gear","","","地图区域规则","","1","0"
"srd-5.1:item:acid-vial","强酸（瓶）","consumable","","","消耗后记录DM裁定","","1","0"
"srd-5.1:item:alchemists-fire-flask","炼金火焰（瓶）","consumable","","","消耗后记录DM裁定","","1","0"
"srd-5.1:item:holy-water-flask","圣水（瓶）","consumable","","","消耗后记录DM裁定","","1","0"
"srd-5.1:item:antitoxin-vial","抗毒剂（瓶）","consumable","","","Headless持续效果","","1","0"
"srd-5.1:item:basic-poison-vial","基础毒药（瓶）","consumable","","","消耗后记录DM裁定","","1","0"
"srd-5.1:item:potion-of-healing","治疗药水","consumable","potion","headless","Headless统一治疗","","1","0"
"srd-5.1:item:goodberry","神莓","consumable","","","Headless统一治疗","","1","0"
"srd-5.1:item:conjured-food-portion","魔法生成的食物（1 人日份）","consumable","","","消耗后记录DM裁定","","1","0"
"srd-5.1:item:conjured-water-gallon","魔法生成的清水（1 加仑）","consumable","","","消耗后记录DM裁定","","1","0"
"srd-5.1:item:gold-dust-25gp","金粉（25 gp）","consumable","","","无主动战斗声明","","0","0"
"srd-5.1:item:platinum-miniature-sword-250gp","铂金微型剑（250 gp）","adventuring-gear","","","无主动战斗声明","","0","0"
"srd-5.1:item:marked-divination-tokens-25gp","特制占卜信物（25 gp）","adventuring-gear","","","无主动战斗声明","","0","0"
"srd-5.1:item:agate-1000gp","玛瑙（1,000 gp）","consumable","","","无主动战斗声明","","0","0"
"srd-5.1:item:black-onyx-150gp","黑玛瑙（150 gp）","adventuring-gear","","","无主动战斗声明","","0","0"
"srd-5.1:item:grave-dirt-clay-pot","墓土陶罐","adventuring-gear","","","无主动战斗声明","","0","0"
"srd-5.1:item:brackish-water-clay-pot","微咸水陶罐","adventuring-gear","","","无主动战斗声明","","0","0"
"srd-5.1:item:black-pearl-powder-500gp","黑珍珠粉末（500 gp）","adventuring-gear","","","无主动战斗声明","","0","0"
"srd-5.1:item:clairvoyance-focus-100gp","锐眼/锐耳术法器（100 gp）","adventuring-gear","","","无主动战斗声明","","0","0"
"srd-5.1:item:contingency-statuette-1500gp","应急术自塑像（1,500 gp）","adventuring-gear","","","无主动战斗声明","","0","0"
"srd-5.1:item:diamond-100gp","钻石（100 gp）","adventuring-gear","","","无主动战斗声明","","0","0"
"srd-5.1:item:diamond-300gp","钻石（300 gp）","consumable","","","无主动战斗声明","","0","0"
"srd-5.1:item:diamond-500gp","钻石（500 gp）","consumable","","","无主动战斗声明","","0","0"
"srd-5.1:item:diamond-1000gp","钻石（1,000 gp）","consumable","","","无主动战斗声明","","0","0"
"srd-5.1:item:diamond-5000gp","钻石（5,000 gp）","adventuring-gear","","","无主动战斗声明","","0","0"
"srd-5.1:item:diamond-25000gp","钻石（25,000 gp）","consumable","","","无主动战斗声明","","0","0"
"srd-5.1:item:diamond-dust-25gp","钻石粉末（25 gp）","consumable","","","无主动战斗声明","","0","0"
"srd-5.1:item:diamond-dust-100gp","钻石粉末（100 gp）","consumable","","","无主动战斗声明","","0","0"
"srd-5.1:item:diamond-dust-200gp","钻石粉末（200 gp）","consumable","","","无主动战斗声明","","0","0"
"srd-5.1:item:religious-offering-25gp","信仰祭品与熏香（25 gp）","consumable","","","无主动战斗声明","","0","0"
"srd-5.1:item:familiar-incense-mixture-10gp","魔宠仪式熏香混合物（10 gp）","consumable","","","无主动战斗声明","","0","0"
"srd-5.1:item:ruby-dust-50gp","红宝石粉末（50 gp）","consumable","","","无主动战斗声明","","0","0"
"srd-5.1:item:ruby-dust-1000gp","红宝石粉末（1,000 gp）","adventuring-gear","","","无主动战斗声明","","0","0"
"srd-5.1:item:ruby-dust-1500gp","红宝石粉末（1,500 gp）","adventuring-gear","","","无主动战斗声明","","0","0"
"srd-5.1:item:sacred-incense-oils-1000gp","圣化草药、油膏与熏香（1,000 gp）","consumable","","","无主动战斗声明","","0","0"
"srd-5.1:item:jeweled-bowl-1000gp","镶宝石的碗（1,000 gp）","consumable","","","无主动战斗声明","","0","0"
"srd-5.1:item:holy-reliquary-1000gp","装有圣物的微型圣物匣（1,000 gp）","adventuring-gear","","","无主动战斗声明","","0","0"
"srd-5.1:item:silver-rod-10gp","小银棒（10 gp）","adventuring-gear","","","无主动战斗声明","","0","0"
"srd-5.1:item:pearl-100gp","珍珠（100 gp）","adventuring-gear","","","无主动战斗声明","","0","0"
"srd-5.1:item:leaded-ink-10gp","含铅墨水（10 gp）","consumable","","","无主动战斗声明","","0","0"
"srd-5.1:item:sapphire-1000gp","蓝宝石（1,000 gp）","adventuring-gear","","","无主动战斗声明","","0","0"
"srd-5.1:item:legend-lore-incense-250gp","通晓传奇熏香（250 gp）","consumable","","","无主动战斗声明","","0","0"
"srd-5.1:item:ivory-strip-50gp","象牙片（50 gp）","adventuring-gear","","","无主动战斗声明","","0","0"
"srd-5.1:item:silver-iron-powder-dose","银粉与铁粉（一份）","consumable","","","无主动战斗声明","","0","0"
"srd-5.1:item:silver-iron-powder-100gp","银粉与铁粉（100 gp）","consumable","","","无主动战斗声明","","0","0"
"srd-5.1:item:ornamental-container-500gp","装饰性灵魂容器（500 gp）","adventuring-gear","","","无主动战斗声明","","0","0"
"srd-5.1:item:jade-dust-10gp","翡翠粉末（10 gp）","consumable","","","无主动战斗声明","","0","0"
"srd-5.1:item:ivory-portal-5gp","象牙微型门户（5 gp）","adventuring-gear","","","无主动战斗声明","","0","0"
"srd-5.1:item:polished-marble-5gp","抛光大理石（5 gp）","adventuring-gear","","","无主动战斗声明","","0","0"
"srd-5.1:item:silver-spoon-5gp","微型银匙（5 gp）","adventuring-gear","","","无主动战斗声明","","0","0"
"srd-5.1:item:jewel-1000gp","珠宝（1,000 gp）","consumable","","","无主动战斗声明","","0","0"
"srd-5.1:item:tuned-forked-rod-250gp","位面调谐叉状金属棒（250 gp）","adventuring-gear","","","无主动战斗声明","","0","0"
"srd-5.1:item:jade-powder-25gp","玉粉（25 gp）","adventuring-gear","","","无主动战斗声明","","0","0"
"srd-5.1:item:caster-replica-5gp","施法者小型复制品（5 gp）","adventuring-gear","","","无主动战斗声明","","0","0"
"srd-5.1:item:rare-oils-1000gp","稀有油膏（1,000 gp）","consumable","","","无主动战斗声明","","0","0"
"srd-5.1:item:scrying-focus-1000gp","探知术法器（1,000 gp）","adventuring-gear","","","无主动战斗声明","","0","0"
"srd-5.1:item:secret-chest-5000gp","秘法箱（5,000 gp）","adventuring-gear","","","无主动战斗声明","","0","0"
"srd-5.1:item:secret-chest-replica-50gp","秘法箱微型复制品（50 gp）","adventuring-gear","","","无主动战斗声明","","0","0"
"srd-5.1:item:mixed-gem-dust-5000gp","四色宝石粉末（5,000 gp）","consumable","","","无主动战斗声明","","0","0"
"srd-5.1:item:jade-circlet-1500gp","玉石头环（1,500 gp）","adventuring-gear","","","无主动战斗声明","","0","0"
"srd-5.1:item:symbol-powders-1000gp","徽记术宝石粉末（1,000 gp）","consumable","","","无主动战斗声明","","0","0"
"srd-5.1:item:teleportation-chalk-ink-50gp","传送法阵粉笔与墨水（50 gp）","consumable","","","无主动战斗声明","","0","0"
"srd-5.1:item:truesight-ointment-25gp","真知术眼膏（25 gp）","consumable","","","无主动战斗声明","","0","0"
"srd-5.1:item:platinum-ring-50gp","铂金戒指（50 gp）","adventuring-gear","","","无主动战斗声明","","0","0"
"srd-5.1:item:imprisonment-mithral-orb-500gp","禁锢术秘银球价值份额（500 gp）","adventuring-gear","","","无主动战斗声明","","0","0"
"srd-5.1:item:imprisonment-precious-chain-500gp","禁锢术贵金属锁链价值份额（500 gp）","adventuring-gear","","","无主动战斗声明","","0","0"
"srd-5.1:item:imprisonment-jade-prison-500gp","禁锢术玉石监牢价值份额（500 gp）","adventuring-gear","","","无主动战斗声明","","0","0"
"srd-5.1:item:imprisonment-transparent-gem-500gp","禁锢术透明宝石价值份额（500 gp）","adventuring-gear","","","无主动战斗声明","","0","0"
"srd-5.1:item:imprisonment-soporific-herbs-500gp","禁锢术催眠草药价值份额（500 gp）","adventuring-gear","","","无主动战斗声明","","0","0"
"srd-5.1:magic-item:armor-of-resistance-dnd5e-chain-mail-acid","强酸抗性链甲","magic-item","armor","headless","装备或被动数值","","0","0"
"srd-5.1:magic-item:armor-of-resistance-dnd5e-chain-mail-cold","寒冷抗性链甲","magic-item","armor","headless","装备或被动数值","","0","0"
"srd-5.1:magic-item:armor-of-resistance-dnd5e-chain-mail-fire","火焰抗性链甲","magic-item","armor","headless","装备或被动数值","","0","0"
"srd-5.1:magic-item:armor-of-resistance-dnd5e-chain-mail-force","力场抗性链甲","magic-item","armor","headless","装备或被动数值","","0","0"
"srd-5.1:magic-item:armor-of-resistance-dnd5e-chain-mail-lightning","闪电抗性链甲","magic-item","armor","headless","装备或被动数值","","0","0"
"srd-5.1:magic-item:armor-of-resistance-dnd5e-chain-mail-necrotic","黯蚀抗性链甲","magic-item","armor","headless","装备或被动数值","","0","0"
"srd-5.1:magic-item:armor-of-resistance-dnd5e-chain-mail-poison","毒素抗性链甲","magic-item","armor","headless","装备或被动数值","","0","0"
"srd-5.1:magic-item:armor-of-resistance-dnd5e-chain-mail-psychic","心灵抗性链甲","magic-item","armor","headless","装备或被动数值","","0","0"
"srd-5.1:magic-item:armor-of-resistance-dnd5e-chain-mail-radiant","光耀抗性链甲","magic-item","armor","headless","装备或被动数值","","0","0"
"srd-5.1:magic-item:armor-of-resistance-dnd5e-chain-mail-thunder","雷鸣抗性链甲","magic-item","armor","headless","装备或被动数值","","0","0"
"srd-5.1:magic-item:armor-of-resistance-dnd5e-scale-mail-acid","强酸抗性鳞甲","magic-item","armor","headless","装备或被动数值","","0","0"
"srd-5.1:magic-item:armor-of-resistance-dnd5e-scale-mail-cold","寒冷抗性鳞甲","magic-item","armor","headless","装备或被动数值","","0","0"
"srd-5.1:magic-item:armor-of-resistance-dnd5e-scale-mail-fire","火焰抗性鳞甲","magic-item","armor","headless","装备或被动数值","","0","0"
"srd-5.1:magic-item:armor-of-resistance-dnd5e-scale-mail-force","力场抗性鳞甲","magic-item","armor","headless","装备或被动数值","","0","0"
"srd-5.1:magic-item:armor-of-resistance-dnd5e-scale-mail-lightning","闪电抗性鳞甲","magic-item","armor","headless","装备或被动数值","","0","0"
"srd-5.1:magic-item:armor-of-resistance-dnd5e-scale-mail-necrotic","黯蚀抗性鳞甲","magic-item","armor","headless","装备或被动数值","","0","0"
"srd-5.1:magic-item:armor-of-resistance-dnd5e-scale-mail-poison","毒素抗性鳞甲","magic-item","armor","headless","装备或被动数值","","0","0"
"srd-5.1:magic-item:armor-of-resistance-dnd5e-scale-mail-psychic","心灵抗性鳞甲","magic-item","armor","headless","装备或被动数值","","0","0"
"srd-5.1:magic-item:armor-of-resistance-dnd5e-scale-mail-radiant","光耀抗性鳞甲","magic-item","armor","headless","装备或被动数值","","0","0"
"srd-5.1:magic-item:armor-of-resistance-dnd5e-scale-mail-thunder","雷鸣抗性鳞甲","magic-item","armor","headless","装备或被动数值","","0","0"
"srd-5.1:magic-item:armor-of-resistance-dnd5e-leather-armor-acid","强酸抗性皮甲","magic-item","armor","headless","装备或被动数值","","0","0"
"srd-5.1:magic-item:armor-of-resistance-dnd5e-leather-armor-cold","寒冷抗性皮甲","magic-item","armor","headless","装备或被动数值","","0","0"
"srd-5.1:magic-item:armor-of-resistance-dnd5e-leather-armor-fire","火焰抗性皮甲","magic-item","armor","headless","装备或被动数值","","0","0"
"srd-5.1:magic-item:armor-of-resistance-dnd5e-leather-armor-force","力场抗性皮甲","magic-item","armor","headless","装备或被动数值","","0","0"
"srd-5.1:magic-item:armor-of-resistance-dnd5e-leather-armor-lightning","闪电抗性皮甲","magic-item","armor","headless","装备或被动数值","","0","0"
"srd-5.1:magic-item:armor-of-resistance-dnd5e-leather-armor-necrotic","黯蚀抗性皮甲","magic-item","armor","headless","装备或被动数值","","0","0"
"srd-5.1:magic-item:armor-of-resistance-dnd5e-leather-armor-poison","毒素抗性皮甲","magic-item","armor","headless","装备或被动数值","","0","0"
"srd-5.1:magic-item:armor-of-resistance-dnd5e-leather-armor-psychic","心灵抗性皮甲","magic-item","armor","headless","装备或被动数值","","0","0"
"srd-5.1:magic-item:armor-of-resistance-dnd5e-leather-armor-radiant","光耀抗性皮甲","magic-item","armor","headless","装备或被动数值","","0","0"
"srd-5.1:magic-item:armor-of-resistance-dnd5e-leather-armor-thunder","雷鸣抗性皮甲","magic-item","armor","headless","装备或被动数值","","0","0"
"srd-5.1:magic-item:ring-of-resistance-acid","强酸抗性戒指","magic-item","ring","headless","装备或被动数值","","0","0"
"srd-5.1:magic-item:potion-of-resistance-acid","强酸抗性药水","consumable","potion","headless","Headless持续效果","","1","0"
"srd-5.1:magic-item:ring-of-resistance-cold","寒冷抗性戒指","magic-item","ring","headless","装备或被动数值","","0","0"
"srd-5.1:magic-item:potion-of-resistance-cold","寒冷抗性药水","consumable","potion","headless","Headless持续效果","","1","0"
"srd-5.1:magic-item:ring-of-resistance-fire","火焰抗性戒指","magic-item","ring","headless","装备或被动数值","","0","0"
"srd-5.1:magic-item:potion-of-resistance-fire","火焰抗性药水","consumable","potion","headless","Headless持续效果","","1","0"
"srd-5.1:magic-item:ring-of-resistance-force","力场抗性戒指","magic-item","ring","headless","装备或被动数值","","0","0"
"srd-5.1:magic-item:potion-of-resistance-force","力场抗性药水","consumable","potion","headless","Headless持续效果","","1","0"
"srd-5.1:magic-item:ring-of-resistance-lightning","闪电抗性戒指","magic-item","ring","headless","装备或被动数值","","0","0"
"srd-5.1:magic-item:potion-of-resistance-lightning","闪电抗性药水","consumable","potion","headless","Headless持续效果","","1","0"
"srd-5.1:magic-item:ring-of-resistance-necrotic","黯蚀抗性戒指","magic-item","ring","headless","装备或被动数值","","0","0"
"srd-5.1:magic-item:potion-of-resistance-necrotic","黯蚀抗性药水","consumable","potion","headless","Headless持续效果","","1","0"
"srd-5.1:magic-item:ring-of-resistance-poison","毒素抗性戒指","magic-item","ring","headless","装备或被动数值","","0","0"
"srd-5.1:magic-item:potion-of-resistance-poison","毒素抗性药水","consumable","potion","headless","Headless持续效果","","1","0"
"srd-5.1:magic-item:ring-of-resistance-psychic","心灵抗性戒指","magic-item","ring","headless","装备或被动数值","","0","0"
"srd-5.1:magic-item:potion-of-resistance-psychic","心灵抗性药水","consumable","potion","headless","Headless持续效果","","1","0"
"srd-5.1:magic-item:ring-of-resistance-radiant","光耀抗性戒指","magic-item","ring","headless","装备或被动数值","","0","0"
"srd-5.1:magic-item:potion-of-resistance-radiant","光耀抗性药水","consumable","potion","headless","Headless持续效果","","1","0"
"srd-5.1:magic-item:ring-of-resistance-thunder","雷鸣抗性戒指","magic-item","ring","headless","装备或被动数值","","0","0"
"srd-5.1:magic-item:potion-of-resistance-thunder","雷鸣抗性药水","consumable","potion","headless","Headless持续效果","","1","0"
"srd-5.1:magic-item:adamantine-armor","精金护甲","magic-item","armor","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:ammunition","+1、+2 或 +3 弹药","magic-item","ammunition","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:amulet-of-health","健康护符","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:amulet-of-proof-against-detection-and-location","防侦测与定位护符","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:amulet-of-the-planes","位面护符","magic-item","wondrous-item","dm-adjudication","消耗后记录DM裁定","","1","0"
"srd-5.1:magic-item:animated-shield","活化盾","magic-item","armor","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:apparatus-of-the-crab","巨蟹装置","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:armor-of-invulnerability","无敌护甲","magic-item","armor","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:armor-of-resistance","抗性护甲","magic-item","armor","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:armor-of-vulnerability","易伤护甲","magic-item","armor","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:arrow-catching-shield","吸箭盾","magic-item","armor","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:arrow-of-slaying","屠戮之箭","magic-item","ammunition","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:bag-of-beans","魔豆袋","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:bag-of-devouring","吞噬袋","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:bag-of-holding","次元袋","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:bag-of-tricks","戏法袋","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:bead-of-force","力场珠","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:belt-of-dwarvenkind","矮人腰带","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:belt-of-giant-strength","巨人力量腰带","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:berserker-axe","狂战斧","magic-item","weapon","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:boots-of-elvenkind","精灵靴","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
"srd-5.1:magic-item:boots-of-levitation","浮空靴","magic-item","wondrous-item","dm-adjudication","魔法道具无执行声明","","0","0"
